 Projeção da População do Brasil por sexo e idade simples: 2000-2060
População residente por Ano
Período:2020
"Ano";"População_residente"
"2020";212077375
"Total";212077375
 Fonte:
 
 IBGE/Diretoria de Pesquisas. Coordenação de População e Indicadores Sociais. Gerência de Estudos e Análises da Dinâmica Demográfica.
 Projeção da população do Brasil por sexo e idade para o período 2000-2060
 
